"X" "untreated1" "untreated2" "untreated3" "untreated4" "treated1" "treated2" "treated3"
"6991" "FBgn0035148" 1150 1808 500 613 2060 749 924
"6992" "FBgn0035149" 2073 3561 1167 1445 3313 1643 1937
"6993" "FBgn0035150" 2596 3966 1355 1555 5644 2377 2516
"6994" "FBgn0035151" 82 166 36 45 218 74 77
"6995" "FBgn0035152" 235 486 137 183 365 124 167
"6996" "FBgn0035153" 1662 2940 1174 1262 2267 1230 1416
"6997" "FBgn0035154" 101 154 54 59 213 85 106
"6998" "FBgn0035155" 143 197 79 104 187 111 121
"6999" "FBgn0035157" 14 39 8 17 36 19 20
"7000" "FBgn0035158" 937 1571 541 654 1639 755 856
"7001" "FBgn0035159" 202 432 126 156 472 139 190
"7002" "FBgn0035160" 91 137 69 71 144 79 109
"7003" "FBgn0035161" 113 149 46 54 151 34 35
"7004" "FBgn0035162" 19954 21023 10178 11582 20152 12272 12805
"7005" "FBgn0035164" 434 668 199 277 733 310 329
"7006" "FBgn0035165" 3840 6544 2197 2703 7686 3147 3781
"7007" "FBgn0035166" 432 579 209 243 697 274 295
"7008" "FBgn0035167" 95 92 56 57 163 86 119
"7009" "FBgn0035168" 17 46 21 21 29 15 29
"7010" "FBgn0035169" 533 612 236 324 824 338 388
"7011" "FBgn0035170" 6 18 6 7 18 46 10
"7012" "FBgn0035171" 35 7 8 2 11 2 4
"7013" "FBgn0035173" 487 771 317 299 1052 481 509
"7014" "FBgn0035176" 1 1 1 1 0 0 0
"7015" "FBgn0035178" 1 0 2 0 9 1 2
"7016" "FBgn0035179" 0 1 0 0 1 0 1
"7017" "FBgn0035181" 1708 1952 869 1132 1588 1143 1089
"7018" "FBgn0035186" 7 6 1 2 11 4 1
"7019" "FBgn0035187" 1 6 2 4 8 4 4
"7020" "FBgn0035189" 37 117 48 36 576 404 339
"7021" "FBgn0035192" 2 0 0 1 2 2 0
"7022" "FBgn0035193" 0 1 1 0 4 2 0
"7023" "FBgn0035194" 315 443 224 238 340 182 253
"7024" "FBgn0035195" 2051 2958 1257 1491 2671 1492 1744
"7025" "FBgn0035196" 3 6 3 2 3 5 3
"7026" "FBgn0035197" 0 0 0 0 0 0 0
"7027" "FBgn0035198" 0 0 0 0 0 0 0
"7028" "FBgn0035199" 1 2 0 1 1 1 0
"7029" "FBgn0035202" 988 1732 570 686 1500 681 737
"7030" "FBgn0035203" 925 1019 456 572 1357 737 907
"7031" "FBgn0035204" 839 1114 359 439 826 371 378
"7032" "FBgn0035205" 3048 4848 1827 2018 4181 2072 2214
"7033" "FBgn0035206" 841 1590 465 597 1349 496 565
"7034" "FBgn0035207" 3427 4977 1776 2204 5117 2323 2430
"7035" "FBgn0035208" 35 64 24 25 39 28 28
"7036" "FBgn0035209" 373 508 166 262 476 260 308
"7037" "FBgn0035210" 379 522 169 230 593 283 333
"7038" "FBgn0035211" 114 153 67 82 179 92 125
"7039" "FBgn0035213" 1317 2216 700 787 1807 669 732
"7040" "FBgn0035216" 14 60 25 19 58 11 19
"7041" "FBgn0035217" 0 2 0 0 2 0 0
"7042" "FBgn0035218" 0 1 0 0 2 0 1
"7043" "FBgn0035227" 1697 2992 1185 1256 2189 1173 1286
"7044" "FBgn0035228" 2430 3060 1312 1525 2540 1470 1567
"7045" "FBgn0035229" 1387 2363 937 1042 2064 1132 1138
"7046" "FBgn0035231" 80 111 42 47 69 24 30
"7047" "FBgn0035232" 2391 3265 1327 1497 2116 1076 1175
"7048" "FBgn0035233" 236 364 116 160 303 139 140
"7049" "FBgn0035234" 29 34 18 11 36 23 26
"7050" "FBgn0035235" 733 1459 454 509 1069 436 513
"7051" "FBgn0035236" 3085 3851 1359 1576 3229 1455 1452
"7052" "FBgn0035237" 747 1642 687 682 1421 840 926
"7053" "FBgn0035238" 781 1336 494 588 1159 566 711
"7054" "FBgn0035239" 0 0 0 0 0 0 0
"7055" "FBgn0035240" 0 0 0 0 0 0 0
"7056" "FBgn0035241" 45 117 44 38 68 24 27
"7057" "FBgn0035243" 345 721 187 255 619 257 319
"7058" "FBgn0035244" 1781 2592 1121 1451 2122 1219 1333
"7059" "FBgn0035245" 2 5 1 4 5 0 1
"7060" "FBgn0035246" 41 116 39 43 99 55 39
"7061" "FBgn0035247" 721 1188 374 529 880 409 448
"7062" "FBgn0035248" 59 135 39 43 106 37 53
"7063" "FBgn0035249" 273 539 177 210 429 182 207
"7064" "FBgn0035251" 1357 2723 835 1032 1863 934 1081
"7065" "FBgn0035252" 785 1157 330 452 895 468 491
"7066" "FBgn0035253" 2128 6430 2546 2663 4754 2739 3015
"7067" "FBgn0035254" 174 325 118 144 234 133 156
"7068" "FBgn0035255" 0 0 0 0 0 0 0
"7069" "FBgn0035256" 0 0 0 1 0 0 0
"7070" "FBgn0035257" 0 4 2 1 5 0 3
"7071" "FBgn0035258" 0 1 0 0 0 1 0
"7072" "FBgn0035259" 0 0 0 0 0 0 0
"7073" "FBgn0035260" 7 18 7 11 8 4 3
"7074" "FBgn0035262" 324 696 312 309 492 206 211
"7075" "FBgn0035263" 20 73 28 31 50 27 16
"7076" "FBgn0035264" 78 54 25 26 57 34 27
"7077" "FBgn0035265" 2 0 2 0 3 1 2
"7078" "FBgn0035266" 328 379 162 219 698 455 516
"7079" "FBgn0035267" 39 36 20 10 71 45 38
"7080" "FBgn0035268" 946 1538 555 615 1137 635 701
"7081" "FBgn0035270" 729 1068 374 422 840 441 415
"7082" "FBgn0035271" 122 249 48 69 221 82 96
"7083" "FBgn0035272" 281 431 141 159 383 176 176
"7084" "FBgn0035273" 2 8 5 3 9 3 0
"7085" "FBgn0035279" 0 0 0 0 0 0 1
"7086" "FBgn0035280" 0 0 0 0 0 0 0
"7087" "FBgn0035281" 1 5 2 1 4 2 4
"7088" "FBgn0035282" 2 3 3 1 4 2 2
"7089" "FBgn0035283" 383 764 221 268 502 244 244
"7090" "FBgn0035285" 650 1205 408 464 1309 665 679
"7091" "FBgn0035286" 42 72 34 29 52 25 42
"7092" "FBgn0035287" 91 116 39 46 63 31 31
"7093" "FBgn0035289" 2 4 2 3 2 1 0
"7094" "FBgn0035290" 0 1 0 0 1 1 0
"7095" "FBgn0035293" 0 3 1 0 2 0 2
"7096" "FBgn0035294" 1193 1964 831 951 1419 892 1031
"7097" "FBgn0035295" 553 911 279 358 1059 450 496
"7098" "FBgn0035296" 1155 2079 833 811 1507 769 744
"7099" "FBgn0035297" 335 683 268 213 467 232 225
"7100" "FBgn0035298" 811 1051 422 526 1081 578 599
"7101" "FBgn0035299" 0 0 0 1 1 0 0
"7102" "FBgn0035300" 1 1 0 0 0 0 1
"7103" "FBgn0035308" 17 44 19 15 43 21 18
"7104" "FBgn0035309" 272 314 124 132 315 112 140
"7105" "FBgn0035311" 28 53 35 22 32 17 28
"7106" "FBgn0035312" 289 397 179 212 263 133 146
"7107" "FBgn0035313" 0 1 0 2 1 0 1
"7108" "FBgn0035315" 3 8 1 1 1 1 0
"7109" "FBgn0035316" 0 2 1 1 2 1 1
"7110" "FBgn0035317" 8 37 8 15 21 11 15
"7111" "FBgn0035318" 606 912 329 423 795 468 498
"7112" "FBgn0035321" 1928 2039 769 1019 2182 921 875
"7113" "FBgn0035323" 247 513 155 202 457 213 241
"7114" "FBgn0035325" 2 1 0 1 4 1 5
"7115" "FBgn0035328" 1 0 4 1 5 1 6
"7116" "FBgn0035329" 0 0 0 0 0 0 0
"7117" "FBgn0035330" 0 0 0 0 0 0 0
"7118" "FBgn0035331" 1 5 2 5 13 0 2
"7119" "FBgn0035332" 0 0 0 0 0 1 0
"7120" "FBgn0035333" 2773 3275 1464 1628 3321 1625 1737
"7121" "FBgn0035334" 569 1202 371 512 877 450 495
"7122" "FBgn0035335" 345 446 121 190 496 175 207
"7123" "FBgn0035336" 452 728 247 293 708 293 270
"7124" "FBgn0035337" 271 614 130 177 450 170 199
"7125" "FBgn0035338" 790 2093 716 703 1192 558 587
"7126" "FBgn0035343" 8 2 6 2 3 2 2
"7127" "FBgn0035344" 117 199 78 77 53 30 28
"7128" "FBgn0035346" 844 1273 521 522 1492 704 727
"7129" "FBgn0035347" 802 1117 462 462 830 397 398
"7130" "FBgn0035348" 855 1147 375 541 798 415 526
"7131" "FBgn0035355" 164 219 49 65 217 72 75
"7132" "FBgn0035356" 149 181 44 51 176 74 83
"7133" "FBgn0035357" 118 236 45 48 234 50 39
"7134" "FBgn0035358" 26 51 33 33 55 33 36
"7135" "FBgn0035359" 45 81 57 51 68 43 47
"7136" "FBgn0035360" 16 25 13 23 30 18 17
"7137" "FBgn0035364" 7 7 3 1 3 5 3
"7138" "FBgn0035366" 0 3 1 2 5 0 3
"7139" "FBgn0035367" 4 14 11 2 14 7 5
"7140" "FBgn0035370" 2812 5024 1706 1954 4293 1981 2429
"7141" "FBgn0035371" 2051 2961 1390 1468 2462 1523 1706
"7142" "FBgn0035372" 975 1773 539 765 1388 694 796
"7143" "FBgn0035374" 782 927 377 521 1064 542 578
"7144" "FBgn0035375" 1259 1604 694 797 1506 784 817
"7145" "FBgn0035376" 4401 9306 4457 3509 5786 3493 3493
"7146" "FBgn0035377" 0 23 8 6 10 5 6
"7147" "FBgn0035378" 6 105 32 28 79 25 31
"7148" "FBgn0035379" 0 3 2 0 4 1 1
"7149" "FBgn0035380" 0 0 0 1 0 0 0
"7150" "FBgn0035381" 0 0 0 0 1 2 1
"7151" "FBgn0035382" 0 0 0 0 0 0 0
"7152" "FBgn0035383" 828 1287 456 545 1083 513 589
"7153" "FBgn0035384" 0 0 0 0 0 0 0
"7154" "FBgn0035385" 2 2 2 0 3 0 0
"7155" "FBgn0035388" 1619 2700 1008 1122 2151 1038 1157
"7156" "FBgn0035390" 1248 1741 607 710 2207 1016 1040
"7157" "FBgn0035392" 77 96 38 55 108 60 61
"7158" "FBgn0035393" 326 585 139 259 567 216 308
"7159" "FBgn0035397" 2574 5395 2163 2222 3958 2219 2570
"7160" "FBgn0035398" 5 12 2 2 3 3 5
"7161" "FBgn0035399" 8 12 6 5 9 3 6
"7162" "FBgn0035400" 2059 2908 983 1113 2475 1110 1161
"7163" "FBgn0035401" 1236 1487 638 840 1390 710 857
"7164" "FBgn0035402" 918 1188 476 571 1274 662 684
"7165" "FBgn0035403" 632 969 498 483 480 265 273
"7166" "FBgn0035404" 1301 1385 597 858 1551 891 903
"7167" "FBgn0035405" 618 827 327 411 849 459 527
"7168" "FBgn0035407" 168 280 84 73 247 94 77
"7169" "FBgn0035409" 20 25 16 18 32 6 9
"7170" "FBgn0035410" 391 487 204 185 525 317 327
"7171" "FBgn0035411" 1467 2476 841 928 2455 1046 1039
"7172" "FBgn0035412" 4 7 3 4 5 2 3
"7173" "FBgn0035413" 0 1 0 2 2 3 1
"7174" "FBgn0035414" 192 394 102 112 431 121 127
"7175" "FBgn0035415" 260 464 123 162 490 119 145
"7176" "FBgn0035416" 2499 3552 1302 1517 3187 1546 1596
"7177" "FBgn0035420" 2872 3741 1354 1378 3687 1559 1581
"7178" "FBgn0035421" 322 504 198 223 525 271 284
"7179" "FBgn0035422" 23428 45773 16852 22173 34412 17759 20940
"7180" "FBgn0035423" 2529 3580 1203 1728 3639 1597 1783
"7181" "FBgn0035424" 4306 7727 3553 2933 5632 3574 3566
"7182" "FBgn0035425" 1430 1882 901 1000 1658 882 1022
"7183" "FBgn0035426" 3 6 1 0 4 1 3
"7184" "FBgn0035427" 0 4 0 0 3 0 1
"7185" "FBgn0035428" 0 0 0 0 1 0 0
"7186" "FBgn0035429" 0 0 0 0 1 1 0
"7187" "FBgn0035430" 0 0 0 0 2 0 0
"7188" "FBgn0035431" 1 1 1 1 2 0 4
"7189" "FBgn0035432" 5314 5825 2624 2976 5109 2876 3319
"7190" "FBgn0035434" 1 2 1 1 1 1 0
"7191" "FBgn0035435" 148 155 68 63 161 67 81
"7192" "FBgn0035436" 0 0 0 0 1 0 0
"7193" "FBgn0035437" 3251 4743 1939 2212 3814 2190 2354
"7194" "FBgn0035438" 3823 6498 2168 2839 6444 3059 3693
"7195" "FBgn0035439" 345 957 334 382 771 395 518
"7196" "FBgn0035440" 1506 2041 654 795 2227 805 889
"7197" "FBgn0035443" 179 255 90 102 304 126 125
"7198" "FBgn0035444" 637 936 373 401 939 381 398
"7199" "FBgn0035445" 44 158 50 65 161 71 63
"7200" "FBgn0035449" 1066 1186 457 569 1237 589 635
"7201" "FBgn0035452" 585 796 259 336 882 363 376
"7202" "FBgn0035453" 0 2 0 0 0 1 1
"7203" "FBgn0035454" 6 23 1 2 1 4 1
"7204" "FBgn0035455" 0 1 0 0 0 0 0
"7205" "FBgn0035458" 1 1 1 1 2 1 1
"7206" "FBgn0035461" 138 238 64 63 238 83 79
"7207" "FBgn0035462" 225 365 113 121 407 140 153
"7208" "FBgn0035464" 1390 1726 693 782 1972 919 946
"7209" "FBgn0035468" 3 6 4 4 9 5 0
"7210" "FBgn0035469" 272 471 136 146 404 153 176
"7211" "FBgn0035470" 171 261 69 106 218 87 100
"7212" "FBgn0035471" 1354 1822 756 952 1871 1072 1110
"7213" "FBgn0035473" 1123 1766 566 704 1408 693 705
"7214" "FBgn0035475" 103 204 58 68 146 64 91
"7215" "FBgn0035476" 21 29 10 11 28 10 14
"7216" "FBgn0035477" 151 239 100 118 205 114 119
"7217" "FBgn0035478" 0 0 0 0 0 0 0
"7218" "FBgn0035479" 0 0 0 0 0 0 0
"7219" "FBgn0035480" 224 347 117 154 327 88 160
"7220" "FBgn0035481" 4 2 2 3 1 2 6
"7221" "FBgn0035482" 211 383 144 145 384 150 158
"7222" "FBgn0035483" 197 237 92 129 235 149 158
"7223" "FBgn0035484" 29 54 14 21 59 17 12
"7224" "FBgn0035486" 0 0 0 0 0 0 0
"7225" "FBgn0035488" 559 1143 370 431 892 363 407
"7226" "FBgn0035489" 1208 2038 650 861 1735 851 933
"7227" "FBgn0035490" 1 1 0 0 2 0 1
"7228" "FBgn0035491" 0 0 0 0 0 0 0
"7229" "FBgn0035495" 0 0 0 0 0 1 0
"7230" "FBgn0035496" 293 627 162 225 352 121 148
"7231" "FBgn0035497" 450 979 383 311 779 321 362
"7232" "FBgn0035498" 1194 1851 687 720 1736 725 811
"7233" "FBgn0035499" 6046 15329 4801 5403 13013 5715 6366
"7234" "FBgn0035500" 5008 9243 3826 3594 5430 2651 2868
"7235" "FBgn0035501" 11 24 9 13 17 10 6
"7236" "FBgn0035504" 4 7 4 2 14 4 3
"7237" "FBgn0035505" 2 2 3 3 6 1 4
"7238" "FBgn0035507" 1036 1532 613 530 1284 541 501
"7239" "FBgn0035508" 2 5 1 2 5 1 2
"7240" "FBgn0035509" 68 142 45 42 82 42 39
"7241" "FBgn0035510" 8 9 1 4 4 3 3
"7242" "FBgn0035511" 3 3 0 1 4 1 0
"7243" "FBgn0035512" 18 11 11 7 19 20 18
"7244" "FBgn0035513" 22 16 10 16 13 12 10
"7245" "FBgn0035514" 996 1462 440 447 1200 450 454
"7246" "FBgn0035515" 256 361 133 157 455 204 226
"7247" "FBgn0035517" 361 338 173 238 563 275 286
"7248" "FBgn0035518" 477 538 228 267 578 305 355
"7249" "FBgn0035519" 733 1068 353 491 963 462 547
"7250" "FBgn0035520" 227 426 96 156 355 166 193
"7251" "FBgn0035521" 0 0 0 0 0 0 0
"7252" "FBgn0035522" 1 5 1 0 5 0 4
"7253" "FBgn0035523" 21 68 10 24 154 69 39
"7254" "FBgn0035524" 637 1247 336 453 867 331 416
"7255" "FBgn0035525" 0 0 0 1 1 0 0
"7256" "FBgn0035526" 1692 2645 891 1095 1991 941 1118
"7257" "FBgn0035528" 1428 3073 678 898 2226 762 909
"7258" "FBgn0035529" 252 348 116 188 300 140 150
"7259" "FBgn0035532" 239 436 126 147 388 134 189
"7260" "FBgn0035533" 4254 6109 2349 2532 4541 2302 2589
"7261" "FBgn0035534" 99 256 53 73 175 74 95
"7262" "FBgn0035537" 25 42 14 12 66 18 24
"7263" "FBgn0035538" 3 8 4 3 8 3 2
"7264" "FBgn0035539" 21 23 3 5 43 22 38
"7265" "FBgn0035540" 246 466 168 189 345 128 170
"7266" "FBgn0035541" 609 1273 354 359 910 297 313
"7267" "FBgn0035542" 348 1470 578 538 513 269 329
"7268" "FBgn0035543" 0 0 0 1 1 0 1
"7269" "FBgn0035544" 0 0 0 0 0 0 0
"7270" "FBgn0035545" 0 0 0 0 0 0 0
"7271" "FBgn0035546" 0 1 0 0 1 0 0
"7272" "FBgn0035547" 0 0 0 0 0 0 0
"7273" "FBgn0035548" 1 0 0 0 0 0 0
"7274" "FBgn0035550" 0 0 0 1 0 0 0
"7275" "FBgn0035551" 0 0 0 0 0 0 0
"7276" "FBgn0035552" 0 0 0 0 0 0 0
"7277" "FBgn0035553" 0 3 0 1 2 1 3
"7278" "FBgn0035554" 0 0 0 0 0 0 0
"7279" "FBgn0035555" 0 0 0 0 0 0 0
"7280" "FBgn0035557" 15 5 5 4 8 2 1
"7281" "FBgn0035558" 8197 9843 3667 4134 8475 3596 3812
"7282" "FBgn0035562" 3 0 1 0 0 1 0
"7283" "FBgn0035563" 0 1 0 0 0 0 0
"7284" "FBgn0035567" 0 0 0 0 0 0 0
"7285" "FBgn0035568" 0 0 0 0 0 0 0
"7286" "FBgn0035569" 0 0 0 1 0 0 0
"7287" "FBgn0035570" 0 0 0 0 0 0 0
"7288" "FBgn0035571" 4 9 3 1 7 2 5
"7289" "FBgn0035572" 0 0 0 0 0 0 0
"7290" "FBgn0035574" 1 0 3 1 2 0 0
"7291" "FBgn0035575" 5 18 5 3 5 2 2
"7292" "FBgn0035577" 8 18 5 7 23 11 7
"7293" "FBgn0035578" 0 1 0 0 1 1 1
"7294" "FBgn0035581" 5 27 8 8 28 11 10
"7295" "FBgn0035582" 1 2 4 6 5 5 4
"7296" "FBgn0035583" 0 0 0 1 0 0 0
"7297" "FBgn0035584" 0 0 0 0 0 0 0
"7298" "FBgn0035585" 0 0 0 0 0 0 0
"7299" "FBgn0035586" 764 1168 468 555 946 540 576
"7300" "FBgn0035587" 5 17 11 5 12 9 11
"7301" "FBgn0035588" 303 332 117 219 430 213 206
"7302" "FBgn0035589" 379 736 245 336 492 268 286
"7303" "FBgn0035590" 200 299 109 156 347 195 206
"7304" "FBgn0035591" 304 472 160 200 392 213 222
"7305" "FBgn0035592" 407 438 144 195 526 191 253
"7306" "FBgn0035593" 456 705 274 352 611 419 430
"7307" "FBgn0035594" 0 0 0 0 2 0 0
"7308" "FBgn0035598" 0 6 1 0 5 4 1
"7309" "FBgn0035600" 3915 5036 2142 2463 4063 2323 2593
"7310" "FBgn0035601" 3698 4896 1414 1804 5064 1747 2003
"7311" "FBgn0035603" 527 838 290 411 1012 479 531
"7312" "FBgn0035604" 0 0 0 0 0 0 0
"7313" "FBgn0035607" 6 3 2 4 3 2 3
"7314" "FBgn0035608" 3647 6038 2048 2059 8839 2619 2830
"7315" "FBgn0035610" 0 5 1 0 1 0 1
"7316" "FBgn0035611" 0 0 0 0 0 0 0
"7317" "FBgn0035612" 18 30 13 6 24 5 9
"7318" "FBgn0035617" 1241 2532 865 790 2202 803 925
"7319" "FBgn0035619" 1 5 0 3 4 0 2
"7320" "FBgn0035620" 2 3 0 1 0 2 1
"7321" "FBgn0035621" 0 0 0 0 1 0 1
"7322" "FBgn0035622" 2453 2582 1011 1314 3007 1425 1455
"7323" "FBgn0035623" 720 463 169 210 735 307 331
"7324" "FBgn0035624" 125 213 57 77 193 87 108
"7325" "FBgn0035625" 2 4 3 2 1 1 2
"7326" "FBgn0035626" 49 219 72 92 152 73 86
"7327" "FBgn0035627" 207 328 88 126 326 101 144
"7328" "FBgn0035630" 5119 7686 2829 3499 5889 3114 3657
"7329" "FBgn0035631" 1095 1444 522 623 1331 661 735
"7330" "FBgn0035632" 340 410 204 223 355 224 231
"7331" "FBgn0035636" 0 2 0 2 6 1 1
"7332" "FBgn0035638" 7 2 2 3 9 1 2
"7333" "FBgn0035639" 803 969 449 561 762 462 612
"7334" "FBgn0035640" 609 788 217 338 665 332 344
"7335" "FBgn0035641" 302 516 180 134 614 176 183
"7336" "FBgn0035642" 202 408 119 138 398 136 167
"7337" "FBgn0035643" 2 5 4 1 3 1 0
"7338" "FBgn0035644" 566 768 269 347 460 265 285
"7339" "FBgn0035645" 0 1 0 0 2 2 2
"7340" "FBgn0035647" 0 1 0 0 0 0 0
"7341" "FBgn0035648" 0 1 0 0 0 0 0
"7342" "FBgn0035649" 2 4 4 3 3 4 0
"7343" "FBgn0035656" 1 2 1 0 0 1 1
"7344" "FBgn0035657" 0 0 0 0 0 0 0
"7345" "FBgn0035661" 0 1 0 0 1 0 0
"7346" "FBgn0035663" 0 1 0 0 0 0 0
"7347" "FBgn0035665" 2 7 1 1 4 1 3
"7348" "FBgn0035666" 0 0 0 0 0 0 0
"7349" "FBgn0035667" 1 0 1 2 0 2 2
"7350" "FBgn0035669" 0 3 0 12 5 0 1
"7351" "FBgn0035670" 73 98 32 57 91 48 47
"7352" "FBgn0035673" 43 59 15 24 79 32 23
"7353" "FBgn0035674" 381 503 195 224 629 204 278
"7354" "FBgn0035675" 224 284 88 112 309 98 93
"7355" "FBgn0035676" 29 34 17 15 17 9 17
"7356" "FBgn0035677" 4 5 1 4 3 3 7
"7357" "FBgn0035678" 139 181 82 71 158 61 58
"7358" "FBgn0035679" 697 1008 308 435 779 362 395
"7359" "FBgn0035685" 1 0 0 0 0 2 0
"7360" "FBgn0035686" 0 1 0 1 1 0 0
"7361" "FBgn0035687" 0 2 4 0 5 2 0
"7362" "FBgn0035688" 2037 3735 1252 1352 3091 1294 1504
"7363" "FBgn0035689" 371 536 169 229 689 262 239
"7364" "FBgn0035690" 537 882 367 416 759 422 463
"7365" "FBgn0035691" 60 88 27 28 81 32 37
"7366" "FBgn0035692" 656 1050 284 357 1055 359 425
"7367" "FBgn0035693" 16 34 17 28 30 30 38
"7368" "FBgn0035694" 0 0 0 0 4 0 0
"7369" "FBgn0035695" 2 4 0 0 3 1 2
"7370" "FBgn0035696" 0 0 1 0 1 0 1
"7371" "FBgn0035697" 3 3 0 2 9 1 1
"7372" "FBgn0035699" 0 0 0 0 0 0 0
"7373" "FBgn0035700" 0 0 0 0 0 0 0
"7374" "FBgn0035701" 0 0 0 0 0 0 0
"7375" "FBgn0035702" 87 153 32 37 105 42 42
"7376" "FBgn0035703" 197 254 102 116 271 116 103
"7377" "FBgn0035704" 696 856 339 430 895 378 406
"7378" "FBgn0035707" 1145 1629 621 722 1431 639 672
"7379" "FBgn0035708" 1692 2196 924 931 1525 781 867
"7380" "FBgn0035709" 0 0 0 0 0 0 0
"7381" "FBgn0035710" 2 19 3 6 55 25 25
"7382" "FBgn0035711" 0 2 0 0 1 0 0
"7383" "FBgn0035713" 2995 4710 2080 2069 3560 2340 2580
"7384" "FBgn0035714" 421 832 237 303 781 341 364
"7385" "FBgn0035715" 1324 2684 901 1063 1791 956 1113
"7386" "FBgn0035718" 0 0 0 0 0 0 0
"7387" "FBgn0035719" 67 149 55 47 118 61 73
"7388" "FBgn0035720" 6007 10209 4187 4401 8273 4229 4420
"7389" "FBgn0035721" 254 366 95 122 433 123 113
"7390" "FBgn0035722" 179 297 63 97 224 92 91
"7391" "FBgn0035724" 32 48 27 28 23 22 20
"7392" "FBgn0035725" 301 429 125 197 451 182 217
"7393" "FBgn0035726" 5170 8369 3112 3980 8077 3833 4252
"7394" "FBgn0035727" 37 66 25 24 157 85 91
"7395" "FBgn0035730" 0 0 0 0 0 0 0
"7396" "FBgn0035733" 2 5 1 1 3 5 2
"7397" "FBgn0035734" 0 0 0 0 0 0 0
"7398" "FBgn0035735" 0 0 0 0 0 0 0
"7399" "FBgn0035736" 0 0 0 2 1 1 0
"7400" "FBgn0035737" 1 1 0 0 0 1 0
"7401" "FBgn0035741" 1 4 1 3 3 1 2
"7402" "FBgn0035742" 0 0 0 0 0 0 0
"7403" "FBgn0035743" 1 0 0 0 0 0 1
"7404" "FBgn0035746" 0 3 0 1 2 0 0
"7405" "FBgn0035750" 0 1 1 0 1 1 1
"7406" "FBgn0035751" 58 71 29 43 70 33 34
"7407" "FBgn0035753" 18161 29702 11926 15525 20517 14369 14478
"7408" "FBgn0035754" 219 316 109 170 300 137 161
"7409" "FBgn0035755" 0 1 0 1 3 0 2
"7410" "FBgn0035756" 0 1 0 0 0 1 0
"7411" "FBgn0035760" 52 55 37 46 105 55 44
"7412" "FBgn0035761" 558 813 268 344 1261 576 623
"7413" "FBgn0035762" 490 784 270 334 716 329 352
"7414" "FBgn0035763" 1760 2713 934 1156 2388 1013 1157
"7415" "FBgn0035765" 449 816 242 254 1331 591 621
"7416" "FBgn0035766" 2050 3447 1199 1349 2474 1134 1083
"7417" "FBgn0035767" 907 1104 428 556 1011 606 659
"7418" "FBgn0035768" 13 25 6 5 16 6 19
"7419" "FBgn0035769" 1009 1645 597 628 1127 564 599
"7420" "FBgn0035770" 383 537 261 244 518 246 234
"7421" "FBgn0035771" 4312 6412 2568 2965 4909 2839 3234
"7422" "FBgn0035772" 5129 9397 2544 2921 9710 3330 3845
"7423" "FBgn0035776" 5 10 2 0 9 3 4
"7424" "FBgn0035777" 4 17 5 3 9 6 8
"7425" "FBgn0035779" 3 1 0 3 0 0 0
"7426" "FBgn0035780" 0 1 1 0 1 0 1
"7427" "FBgn0035781" 1 2 0 0 1 2 1
"7428" "FBgn0035782" 3 9 3 1 6 4 1
"7429" "FBgn0035785" 0 0 0 0 0 0 0
"7430" "FBgn0035786" 0 0 0 0 0 0 0
"7431" "FBgn0035787" 1 0 0 0 0 0 0
"7432" "FBgn0035788" 0 0 0 0 0 0 0
"7433" "FBgn0035789" 11 92 12 5 9 1 2
"7434" "FBgn0035790" 0 0 0 2 0 0 0
"7435" "FBgn0035791" 2 3 0 0 4 1 6
"7436" "FBgn0035792" 0 0 0 0 0 0 0
"7437" "FBgn0035793" 3277 5832 2235 2406 4328 2229 2360
"7438" "FBgn0035795" 8 11 5 5 9 3 4
"7439" "FBgn0035797" 0 2 0 0 0 0 1
"7440" "FBgn0035798" 2 3 1 1 0 0 1
"7441" "FBgn0035799" 0 0 0 0 0 0 0
"7442" "FBgn0035800" 0 0 0 0 0 0 0
"7443" "FBgn0035802" 42 176 84 80 108 51 38
"7444" "FBgn0035805" 250 454 120 177 477 172 208
"7445" "FBgn0035806" 20 18 5 9 16 5 2
"7446" "FBgn0035807" 815 1202 518 565 1157 532 578
"7447" "FBgn0035811" 874 1062 513 674 1950 1143 1257
"7448" "FBgn0035812" 865 1399 554 562 1469 554 640
"7449" "FBgn0035813" 0 0 0 0 1 1 0
"7450" "FBgn0035815" 0 1 2 1 0 1 1
"7451" "FBgn0035816" 0 0 0 0 0 0 0
"7452" "FBgn0035817" 0 0 0 0 0 0 0
"7453" "FBgn0035823" 0 2 1 0 6 0 0
"7454" "FBgn0035824" 159 247 103 120 211 111 143
"7455" "FBgn0035825" 597 665 350 384 690 400 489
"7456" "FBgn0035827" 333 716 137 164 625 203 194
"7457" "FBgn0035829" 678 929 284 380 1053 436 524
"7458" "FBgn0035830" 1094 2315 778 894 2008 919 1081
"7459" "FBgn0035831" 285 406 103 151 345 151 146
"7460" "FBgn0035832" 86 139 100 92 110 84 70
"7461" "FBgn0035833" 713 1021 416 434 1118 452 522
"7462" "FBgn0035838" 164 281 88 85 270 113 103
"7463" "FBgn0035839" 60 103 30 47 80 47 52
"7464" "FBgn0035842" 507 873 289 252 862 306 267
"7465" "FBgn0035844" 49 79 26 27 61 28 27
"7466" "FBgn0035845" 0 1 0 1 2 0 0
"7467" "FBgn0035847" 5 2 1 1 3 1 1
"7468" "FBgn0035848" 420 630 222 267 545 220 230
"7469" "FBgn0035849" 574 836 277 359 762 371 396
